Date,Session source / medium,Device category,Browser,Language,Page path and screen class,Landing page,Country,City,Total users,Sessions,Engaged sessions,Average session length (sec),Views,Conversions,Revenue,Calc Goals
2022-08-28,google / organic,mobile,Safari,English,/staff,/,United States,Ouray,1,1,0,7,2,0,,below
2022-08-28,yelp.com / referral,desktop,Chrome,English,/,/,United States,Tucson,1,1,1,19,2,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/,/no-frills2022,United States,Catalina Foothills,1,1,0,0,2,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/classes,/classes,United States,Catalina Foothills,1,1,1,104,4,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/classes,/no-frills2022,United States,Catalina Foothills,1,1,0,69,4,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/event-details/adult-contemporary-dance,/no-frills2022,United States,Catalina Foothills,1,1,0,12,2,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/event-details/adult-lucid-dance,/no-frills2022,United States,Catalina Foothills,1,1,0,0,2,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/event-details/community-workshop-into-winter-start-performance-festival,/classes,United States,Catalina Foothills,1,1,0,0,2,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/events-shows,/classes,United States,Catalina Foothills,1,1,0,9,2,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/events-shows,/no-frills2022,United States,Catalina Foothills,1,1,0,171,2,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/no-frills2022,/classes,United States,Catalina Foothills,1,1,0,6,2,0,,below
2022-08-29,(direct) / (none),desktop,Chrome,English,/no-frills2022,/no-frills2022,United States,Catalina Foothills,1,1,1,12,2,0,,below
2022-08-29,(direct) / (none),mobile,Chrome,English,/,/,United States,Tucson,2,2,2,0,4,0,,below
2022-08-29,(direct) / (none),mobile,Chrome,English,/classes,/,United States,Tucson,1,1,0,37,2,0,,below
2022-08-29,(direct) / (none),mobile,Safari,English,/,/,China,(not set),1,1,0,0,1,0,,below
2022-08-29,(direct) / (none),mobile,Safari,English,/,/,United States,Catalina Foothills,1,2,1,0,3,0,,below
2022-08-29,(direct) / (none),mobile,Safari,English,/events-shows,/events-shows,United States,Plummer,1,1,1,0,2,0,,below
2022-08-29,(direct) / (none),mobile,Safari,English,/studio-y-info,/studio-y-info,United States,Ashburn,1,1,0,0,1,0,,below
2022-08-29,bestfamilycamps.com / referral,desktop,Firefox,English,/,/,United States,Temple Terrace,1,1,1,16,2,0,,below
2022-08-29,bestfamilycamps.com / referral,desktop,Firefox,English,/classes,/,United States,Temple Terrace,1,1,0,5,2,0,,below
2022-08-29,bestfamilycamps.com / referral,desktop,Firefox,English,/events-shows,/,United States,Temple Terrace,1,1,0,84,2,0,,below
2022-08-29,google / organic,desktop,Chrome,English,/,/,United States,Tucson,1,1,1,0,2,0,,below
2022-08-29,google / organic,desktop,Chrome,English,/apprenticeship,(not set),United States,Tucson,1,1,0,0,0,0,,below
2022-08-29,google / organic,desktop,Chrome,English,/apprenticeship,/,United States,Tucson,1,1,0,17,2,0,,below
2022-08-29,google / organic,desktop,Chrome,English,/classes,/,United States,Tucson,1,1,0,70,2,0,,below
2022-08-29,google / organic,desktop,Chrome,English,/event-details/aerial-community-class-youth-adult,/,United States,Tucson,1,1,0,22,2,0,,below
2022-08-29,google / organic,desktop,Chrome,English,/event-details/aerial-trapeze-dance-workshop-opportunity,/,United States,Tucson,1,1,0,18,2,0,,below
2022-08-29,google / organic,desktop,Chrome,English,/event-details/young-adult-aerial-trapeze-ages-13-17,/,United States,Tucson,1,1,0,27,2,0,,below
2022-08-29,google / organic,desktop,Chrome,English,/product-page/bob-dylan-tom-petty-true-confessions-authentic-concert-tour-t-shirt,/product-page/bob-dylan-tom-petty-true-confessions-authentic-concert-tour-t-shirt,Canada,Abbotsford,1,1,1,0,2,0,,below
2022-08-29,google / organic,desktop,Safari,English,/,/,United States,Tucson,1,1,1,0,2,0,,below
2022-08-29,google / organic,desktop,Safari,English,/events-shows,/,United States,Tucson,1,1,0,71,2,0,,below
2022-08-29,google / organic,mobile,Chrome,English,/classes,/classes,United States,Tucson,1,1,1,0,2,0,,below
2022-08-29,google / organic,mobile,Safari,English,/,/,United States,Avondale,1,1,1,10,2,0,,below
2022-08-29,google / organic,mobile,Safari,English,/classes,/classes,United States,Tempe,1,1,1,38,2,0,,below
2022-08-29,google / organic,mobile,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Casas Adobes,1,1,1,0,2,0,,below
2022-08-29,google / organic,mobile,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Rupert,1,1,1,0,2,0,,below
2022-08-29,google / organic,mobile,Safari,English,/staff,/classes,United States,Tempe,1,1,0,17,2,0,,below
2022-08-29,l.facebook.com / referral,mobile,Safari (in-app),English,/,/,United States,Kirksville,1,1,1,0,2,0,,below
2022-08-29,l.facebook.com / referral,mobile,Safari (in-app),English,/nafissa,/,United States,Kirksville,1,1,0,31,2,0,,below
2022-08-29,l.facebook.com / referral,mobile,Safari (in-app),English,/staff,/,United States,Kirksville,1,1,0,45,2,0,,below
2022-08-29,m.facebook.com / referral,mobile,Safari (in-app),English,/no-frills2022,/no-frills2022?fbclid=IwAR2x49vlz59JdVthoCdg5sOFLQGUOKEzkiZ7nPl40OUhvYq0YUAOEswtP8o,United States,Tempe,1,1,1,0,1,0,,below
2022-08-29,m.facebook.com / referral,mobile,Safari (in-app),English,/no-frills2022%3Ffbclid=IwAR2x49vlz59JdVthoCdg5sOFLQGUOKEzkiZ7nPl40OUhvYq0YUAOEswtP8o,/no-frills2022?fbclid=IwAR2x49vlz59JdVthoCdg5sOFLQGUOKEzkiZ7nPl40OUhvYq0YUAOEswtP8o,United States,Tempe,1,1,0,0,1,0,,below
2022-08-30,(direct) / (none),desktop,Chrome,English,/,(not set),Canada,Calgary,1,1,0,0,0,0,,below
2022-08-30,(direct) / (none),desktop,Chrome,English,/,/,Canada,Calgary,1,1,1,0,2,0,,below
2022-08-30,(direct) / (none),desktop,Chrome,English,/event-details/virtual-dreaming-movement-workshop,/event-details/virtual-dreaming-movement-workshop,Canada,Calgary,1,1,1,0,2,0,,below
2022-08-30,(direct) / (none),desktop,Firefox,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance/ticket-form,United States,Tucson,1,1,1,14,0,0,,below
2022-08-30,(direct) / (none),desktop,Firefox,English,/event-details/adult-lucid-dance/order/696ce549-4950-4527-b17c-68b9eb8e2c23/success,/event-details/adult-lucid-dance/ticket-form,United States,Tucson,1,1,0,22,1,0,,below
2022-08-30,(direct) / (none),desktop,Firefox,English,/event-details/adult-lucid-dance/ticket-form,/event-details/adult-lucid-dance/ticket-form,United States,Tucson,1,1,0,227,1,1,,below
2022-08-30,(direct) / (none),desktop,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Phoenix,1,1,1,0,3,0,,below
2022-08-30,(direct) / (none),desktop,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Tucson,1,1,1,0,2,0,,below
2022-08-30,(direct) / (none),mobile,Safari,English,/,/,United States,Big Timber,1,1,0,0,1,0,,below
2022-08-30,(not set),desktop,Firefox,English,/event-details/community-workshop-into-winter-start-performance-festival,(not set),United States,Tucson,1,1,0,67,0,0,,below
2022-08-30,(not set),desktop,Firefox,English,/no-frills2022,(not set),United States,Tucson,1,1,0,10,0,0,,below
2022-08-30,(not set),desktop,Firefox,English,/winterstart,(not set),United States,Tucson,1,1,0,63,0,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/,/,United States,Cold Spring,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/,/winterstart,United States,Catalina Foothills,1,1,0,0,2,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/classes,/winterstart,United States,Catalina Foothills,1,1,0,2,2,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/event-details/adult-contemporary-dance,/winterstart,United States,Catalina Foothills,1,1,0,17,3,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/event-details/adult-contemporary-dance%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CA,/winterstart,United States,Catalina Foothills,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Idaho Falls,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/event-details/adult-lucid-dance,/winterstart,United States,Catalina Foothills,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/event-details/adult-lucid-dance%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIGN_,/winterstart,United States,Catalina Foothills,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/event-details/aerial-trapeze-ages-12,/winterstart,United States,Catalina Foothills,1,1,0,2,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/event-details/aerial-trapeze-ages-12%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIG,/winterstart,United States,Catalina Foothills,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/no-frills2022,/winterstart,United States,Catalina Foothills,1,1,0,1,2,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/no-frills2022%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIGN_2022_07_09_08_11_COPY,/winterstart,United States,Catalina Foothills,1,1,0,0,2,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/winterstart,/winterstart,Switzerland,Lausanne,1,1,1,3,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/winterstart,/winterstart,United States,Catalina Foothills,1,1,1,0,2,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/winterstart%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIGN_2022_07_09_08_11_COP,/winterstart,Switzerland,Lausanne,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Chrome,English,/winterstart%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIGN_2022_07_09_08_11_COP,/winterstart,United States,Catalina Foothills,1,1,0,0,2,0,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Tempe,1,1,1,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/event-details/adult-lucid-dance%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIGN_,/event-details/adult-lucid-dance,United States,Tempe,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/event-details/community-workshop-into-winter-start-performance-festival,/event-details/adult-lucid-dance,United States,Tempe,1,1,0,11,2,0,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/event-details/community-workshop-into-winter-start-performance-festival/order/d53d3678-4391-470c-bbfd-220e3cb49fc1/success,/event-details/adult-lucid-dance,United States,Tempe,1,1,0,1,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/event-details/community-workshop-into-winter-start-performance-festival/ticket-form,/event-details/adult-lucid-dance,United States,Tempe,1,1,0,148,1,1,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/events-shows,/event-details/adult-lucid-dance,United States,Tempe,1,1,0,27,2,0,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/no-frills2022,/no-frills2022,United States,Phoenix,1,1,1,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/no-frills2022%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIGN_2022_07_09_08_11_COPY,/no-frills2022,United States,Phoenix,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/safety-guidelines,/event-details/adult-lucid-dance,United States,Tempe,1,1,0,21,2,0,,below
2022-08-30,livelystep! Dance / email,desktop,Safari,English,/winterstart,/event-details/adult-lucid-dance,United States,Tempe,1,1,0,79,2,0,,below
2022-08-30,livelystep! Dance / email,mobile,Chrome,English,/no-frills2022,/no-frills2022,United States,Catalina Foothills,1,1,1,9,1,0,,below
2022-08-30,livelystep! Dance / email,mobile,Chrome,English,/no-frills2022%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIGN_2022_07_09_08_11_COPY,/no-frills2022,United States,Catalina Foothills,1,1,0,0,1,0,,below
2022-08-30,livelystep! Dance / email,mobile,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Cambria,1,1,0,9,0,0,,below
2022-08-30,livelystep! Dance / email,mobile,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Pasco,1,1,1,0,1,0,,below
2022-08-30,livelystep! Dance / email,mobile,Safari,English,/event-details/adult-lucid-dance%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIGN_,/event-details/adult-lucid-dance,United States,Pasco,1,1,0,0,1,0,,below
2022-08-30,facebook.com / referral,desktop,Chrome,English,/,/?fbclid=IwAR1oYoYKLu5FplHYdd7S0cG5BNNwBpUr4rpssGbHbx8YEPlY5Jt7GXQlJV8,United States,Forest City,1,1,1,0,1,0,,below
2022-08-30,facebook.com / referral,desktop,Chrome,English,/%3Ffbclid=IwAR1oYoYKLu5FplHYdd7S0cG5BNNwBpUr4rpssGbHbx8YEPlY5Jt7GXQlJV8,/?fbclid=IwAR1oYoYKLu5FplHYdd7S0cG5BNNwBpUr4rpssGbHbx8YEPlY5Jt7GXQlJV8,United States,Forest City,1,1,0,0,1,0,,below
2022-08-30,google / organic,desktop,Chrome,English,/,(not set),United States,Tucson,1,1,0,0,0,0,,below
2022-08-30,google / organic,desktop,Chrome,English,/,/,United States,Catalina Foothills,1,1,1,0,4,0,,below
2022-08-30,google / organic,desktop,Chrome,English,/,/,United States,Tucson,1,1,1,0,2,0,,below
2022-08-30,google / organic,desktop,Chrome,English,/classes,/,United States,Catalina Foothills,1,1,0,52,4,0,,below
2022-08-30,google / organic,desktop,Chrome,English,/event-details/adult-lucid-dance,/,United States,Catalina Foothills,1,1,0,1,2,0,,below
2022-08-30,google / organic,desktop,Chrome,English,/events-shows,/,United States,Tucson,1,1,0,9,2,0,,below
2022-08-30,google / organic,desktop,Chrome,English,/winterstart,/winterstart,United States,Tucson,1,1,1,0,2,0,,below
2022-08-30,google / organic,mobile,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Chandler,1,1,1,0,2,0,,below
2022-08-30,google / organic,mobile,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Tucumcari,1,1,1,0,2,0,,below
2022-08-30,google / organic,mobile,Safari,English,/product-page/authentic-bob-seger-1986-american-storm-concert-t-shirt-1,/product-page/authentic-bob-seger-1986-american-storm-concert-t-shirt-1,United States,Chicago,1,1,1,7,2,0,,below
2022-08-30,yelp.com / referral,desktop,Chrome,English,/studio-y-info,(not set),United States,Casa Grande,1,1,0,0,0,0,,below
2022-08-31,(direct) / (none),mobile,Chrome,English,/,/,United States,Phoenix,1,1,1,0,2,0,,below
2022-08-31,(direct) / (none),mobile,Chrome,English,/,/,United States,Tucson,1,1,1,10,2,0,,below
2022-08-31,(direct) / (none),mobile,Chrome,English,/classes,/,United States,Phoenix,1,1,0,97,2,0,,below
2022-08-31,(direct) / (none),mobile,Chrome,English,/classes,/,United States,Tucson,1,1,0,2,2,0,,below
2022-08-31,(direct) / (none),mobile,Chrome,English,/event-details/adult-lucid-dance,/,United States,Phoenix,1,1,0,0,2,0,,below
2022-08-31,(direct) / (none),mobile,Safari,English,/,/,United States,Cave Junction,1,1,1,0,2,0,,below
2022-08-31,(direct) / (none),mobile,Safari,English,/classes,/,United States,Cave Junction,1,1,0,37,17,0,,below
2022-08-31,(direct) / (none),mobile,Safari,English,/events-shows,/,United States,Wasco,1,1,0,3,2,0,,below
2022-08-31,(direct) / (none),mobile,Safari,English,/nafissa,/,United States,Cave Junction,1,1,0,119,2,0,,below
2022-08-31,(direct) / (none),mobile,Safari,English,/photos,/,United States,Oregon City,1,1,0,99,3,0,,below
2022-08-31,(direct) / (none),mobile,Safari,English,/photos,/,United States,Wasco,1,1,0,66,2,0,,below
2022-08-31,facebook.com / referral,desktop,Chrome,English,/,/?fbclid=IwAR188XXrXjwaXMmN2Er66qH1k-X8kvzwPk6i0yZJp5fTwKTOl52FkTOOrqk,United States,Altoona,1,1,1,0,1,0,,below
2022-08-31,facebook.com / referral,desktop,Chrome,English,/%3Ffbclid=IwAR188XXrXjwaXMmN2Er66qH1k-X8kvzwPk6i0yZJp5fTwKTOl52FkTOOrqk,/?fbclid=IwAR188XXrXjwaXMmN2Er66qH1k-X8kvzwPk6i0yZJp5fTwKTOl52FkTOOrqk,United States,Altoona,1,1,0,0,1,0,,below
2022-08-31,google / organic,desktop,Chrome,English,/,/,United States,Tucson,1,1,1,15,2,0,,below
2022-08-31,google / organic,desktop,Chrome,English,/chelseabowiedancers,/chelseabowiedancers,United States,Oviedo,1,1,1,2,2,0,,below
2022-08-31,google / organic,desktop,Chrome,English,/apprenticeship,/,United States,Tucson,1,1,0,30,2,0,,below
2022-08-31,google / organic,desktop,Firefox,English,/520danceco,/520danceco,United States,Tucson,1,1,1,307,2,0,,below
2022-08-31,google / organic,desktop,Safari,English,/,/,United States,Tucson,1,1,1,31,4,0,,below
2022-08-31,google / organic,desktop,Safari,English,/classes,/,United States,Tucson,1,1,0,5,2,0,,below
2022-08-31,google / organic,mobile,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Belle Fourche,1,1,0,0,1,0,,below
2022-09-01,(direct) / (none),desktop,Chrome,English,/,/,Philippines,Manila,1,1,1,0,2,0,,below
2022-09-01,(direct) / (none),desktop,Chrome,English,/,/,United States,(not set),1,1,1,4,4,0,,below
2022-09-01,(direct) / (none),desktop,Chrome,English,/,/,United States,Catalina Foothills,1,1,1,0,4,0,,below
2022-09-01,(direct) / (none),desktop,Chrome,English,/,/?requestedBy=screenshoter&suppressbi=true,United States,Ashburn,1,1,0,0,1,0,,below
2022-09-01,(direct) / (none),desktop,Chrome,English,/,/?requestedBy=screenshoter&suppressbi=true&showMobileView=true,United States,Ashburn,1,1,0,0,1,0,,below
2022-09-01,(direct) / (none),desktop,Chrome,English,/classes,/,United States,Catalina Foothills,1,1,0,230,4,0,,below
2022-09-01,(direct) / (none),desktop,Chrome,English,/event-details/adult-contemporary-dance,/,United States,Catalina Foothills,1,1,0,0,2,0,,below
2022-09-01,(direct) / (none),desktop,Firefox,English,/,/,United States,Boardman,1,1,1,11,4,0,,below
2022-09-01,(direct) / (none),desktop,Safari,English,/classes,/event-details/adult-lucid-dance,United States,Tucson,1,1,0,42,2,0,,below
2022-09-01,(direct) / (none),desktop,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Tucson,1,1,1,0,4,0,,below
2022-09-01,(direct) / (none),mobile,Chrome,English,/,/,United States,Phoenix,1,1,1,10,2,0,,below
2022-09-01,(direct) / (none),mobile,Chrome,English,/apprenticeship,/,United States,Phoenix,1,1,0,26,2,0,,below
2022-09-01,(direct) / (none),mobile,Chrome,English,/apprenticeship,/apprenticeship,United States,Phoenix,1,1,0,0,1,0,,below
2022-09-01,livelystep! Dance / email,desktop,Chrome,English,/event-details/adult-contemporary-dance,/event-details/adult-contemporary-dance,United States,Des Moines,1,1,0,0,1,0,,below
2022-09-01,livelystep! Dance / email,desktop,Safari,English,/event-details/adult-contemporary-dance,/event-details/adult-contemporary-dance,United States,Rio Rico,1,1,1,75,1,0,,below
2022-09-01,livelystep! Dance / email,desktop,Safari,English,/event-details/adult-contemporary-dance%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CA,/event-details/adult-contemporary-dance,United States,Rio Rico,1,1,0,0,1,0,,below
2022-09-01,livelystep! Dance / email,mobile,Chrome,English,/winterstart,/winterstart,United States,Los Angeles,1,1,1,41,1,0,,below
2022-09-01,livelystep! Dance / email,mobile,Chrome,English,/winterstart%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CAMPAIGN_2022_07_09_08_11_COP,/winterstart,United States,Los Angeles,1,1,0,0,1,0,,below
2022-09-01,livelystep! Dance / email,mobile,Safari,English,/,/,United States,Albuquerque,1,1,1,6,2,0,,below
2022-09-01,livelystep! Dance / email,mobile,Safari,English,/classes,/,United States,Albuquerque,1,1,0,15,2,0,,below
2022-09-01,livelystep! Dance / email,mobile,Safari,English,/event-details/adult-contemporary-dance,/event-details/adult-contemporary-dance,United States,Las Vegas,1,1,1,0,1,0,,below
2022-09-01,livelystep! Dance / email,mobile,Safari,English,/event-details/adult-contemporary-dance%3Futm_source=livelystep%21+Dance&utm_campaign=e01eb886cb-EMAIL_CA,/event-details/adult-contemporary-dance,United States,Las Vegas,1,1,0,0,1,0,,below
2022-09-01,livelystep! Dance / email,mobile,Safari,English,/event-details/aerial-community-class-youth-adult,/,United States,Albuquerque,1,1,0,20,2,0,,below
2022-09-01,bing / organic,desktop,Edge,English,/520danceco,/520danceco,United States,Prebruno,1,1,1,40,2,0,,below
2022-09-01,google / organic,desktop,Chrome,English,/,/,United States,Oro Valley,1,1,1,0,2,0,,below
2022-09-01,google / organic,desktop,Chrome,English,/,/,United States,Tucson,1,1,1,1,2,0,,below
2022-09-01,google / organic,desktop,Chrome,English,/events-shows,(not set),United States,Oro Valley,1,1,0,0,0,0,,below
2022-09-01,google / organic,desktop,Chrome,English,/events-shows,/,United States,Oro Valley,1,1,0,60,8,0,,below
2022-09-01,google / organic,desktop,Chrome,English,/more,/,United States,Oro Valley,1,1,0,14,2,0,,below
2022-09-01,google / organic,desktop,Chrome,English,/no-frills2022,/,United States,Oro Valley,1,1,0,82,4,0,,below
2022-09-01,google / organic,desktop,Chrome,English,/staff,/,United States,Oro Valley,1,1,0,67,2,0,,below
2022-09-01,google / organic,desktop,Chrome,English,/videos-performances,/,United States,Oro Valley,1,1,0,21,2,0,,below
2022-09-01,google / organic,desktop,Chrome,English,/winterstart,/,United States,Oro Valley,1,1,0,29,2,0,,below
2022-09-01,google / organic,desktop,Firefox,English,/,/,United States,Tucson,1,1,1,0,2,0,,below
2022-09-01,google / organic,desktop,Firefox,English,/classes,/,United States,Tucson,1,1,0,17,2,0,,below
2022-09-01,google / organic,desktop,Firefox,English,/event-details/adult-lucid-dance,(not set),United States,Tucson,1,1,0,0,0,0,,below
2022-09-01,google / organic,desktop,Firefox,English,/event-details/adult-lucid-dance,/,United States,Tucson,1,1,0,0,2,0,,below
2022-09-01,google / organic,desktop,Safari,English,/,/,United States,Tucson,2,2,2,0,4,0,,below
2022-09-01,google / organic,desktop,Safari,English,/apprenticeship,/,United States,Tucson,1,1,0,11,2,0,,below
2022-09-01,google / organic,desktop,Safari,English,/classes,/,United States,Tucson,2,2,0,33.5,4,0,,below
2022-09-01,google / organic,desktop,Safari,English,/event-details/adult-contemporary-dance,/,United States,Tucson,1,1,0,51,2,0,,below
2022-09-01,m.facebook.com / referral,mobile,Safari (in-app),English,/no-frills2022,/no-frills2022?fbclid=IwAR1BEOBCpQeaCX0TrONQDCFxKQv_Lw6aSJEHTxo6v34cyevcknKbdzSZxcc,United States,Albuquerque,1,1,1,0,1,0,,below
2022-09-02,(direct) / (none),desktop,Chrome,English,/apprenticeship,/apprenticeship,United States,Catalina Foothills,1,1,0,63,0,0,,below
2022-09-02,(direct) / (none),desktop,Chrome,English,/apprenticeship,/apprenticeship,United States,Tucson,1,1,1,10,4,0,,below
2022-09-02,(direct) / (none),desktop,Chrome,English,/testimonials,/testimonials,United States,(not set),1,1,1,4,2,0,,below
2022-09-02,(direct) / (none),desktop,Safari,English,/classes,/event-details/adult-lucid-dance,United States,Tucson,1,1,0,166,2,0,,below
2022-09-02,(direct) / (none),desktop,Safari,English,/event-details/adult-lucid-dance,/event-details/adult-lucid-dance,United States,Tucson,1,1,1,32,4,0,,below
2022-09-02,(direct) / (none),desktop,YaBrowser,English,/,/,Russia,Moscow,1,1,1,0,2,0,,below
2022-09-02,(direct) / (none),mobile,Chrome,English,/events-shows,/events-shows,United States,Oro Valley,1,1,1,0,2,0,,below
2022-09-02,(direct) / (none),mobile,Safari,English,/,/,Croatia,Split,1,1,1,0,2,0,,below
2022-09-02,(direct) / (none),mobile,Safari,English,/,/,Croatia,Zagreb,1,1,1,2,2,0,,below
2022-09-02,(direct) / (none),mobile,Safari,English,/,/,United States,Rupert,1,1,1,12,2,0,,below
2022-09-02,(direct) / (none),mobile,Safari,English,/classes,/,United States,Rupert,1,1,0,25,2,0,,below
2022-09-02,(direct) / (none),mobile,Safari,English,/event-details/somatic-therapy-for-seniors,/,United States,Rupert,1,1,0,75,2,0,,below
2022-09-02,google / organic,desktop,Chrome,English,/,/,United States,Catalina Foothills,1,1,1,0,2,0,,below
2022-09-02,google / organic,desktop,Chrome,English,/classes,/,United States,Catalina Foothills,1,1,0,57,4,0,,below
2022-09-02,google / organic,desktop,Chrome,English,/event-details/adult-contemporary-dance,/,United States,Catalina Foothills,1,1,0,46,2,0,,below
2022-09-02,google / organic,desktop,Chrome,English,/event-details/adult-lucid-dance,/,United States,Catalina Foothills,1,1,0,167,2,0,,below
2022-09-02,google / organic,desktop,Chrome,English,/nafissa,/,United States,Catalina Foothills,1,1,0,10,2,0,,below
2022-09-02,google / organic,desktop,Chrome,English,/product-page/black-madonna-lauren-raine-mask,/product-page/black-madonna-lauren-raine-mask,United States,Tucson,1,1,1,36,2,0,,below
2022-09-02,google / organic,mobile,Safari,English,/,/,United States,Bonners Ferry,1,1,1,0,2,0,,below
2022-09-02,google / organic,mobile,Safari,English,/classes,/,United States,Bonners Ferry,1,1,0,46,2,0,,below
2022-09-02,google / organic,mobile,Safari,English,/event-details/young-adult-aerial-trapeze-ages-13-17,(not set),United States,Winlock,1,1,0,0,0,0,,below
2022-09-02,google / organic,mobile,Safari,English,/event-details/young-adult-aerial-trapeze-ages-13-17,/,United States,Bonners Ferry,1,1,0,1,2,0,,below
2022-09-02,google / organic,mobile,Safari,English,/product-page/bob-dylan-tom-petty-true-confessions-authentic-concert-tour-t-shirt,/product-page/bob-dylan-tom-petty-true-confessions-authentic-concert-tour-t-shirt,United States,Los Angeles,1,1,1,49,2,0,,below
2022-09-02,google / organic,mobile,Samsung Internet,English,/classes,/classes,United States,Tucson,1,1,1,6,2,0,,below
2022-09-02,google / organic,mobile,Samsung Internet,English,/event-details/aerial-community-class-youth-adult,/classes,United States,Tucson,1,1,0,7,2,0,,below
2022-09-02,l.facebook.com / referral,desktop,Edge,English,/classes,/classes?fbclid=IwAR1pbvm7uE7rFzUzWuhCWStsAEAWu8_UwiOcnQbf4vNUgXc9wgDy3JpeKUg,United States,Tucson,1,1,1,65,3,0,,below
2022-09-02,l.facebook.com / referral,desktop,Edge,English,/classes%3Ffbclid=IwAR1pbvm7uE7rFzUzWuhCWStsAEAWu8_UwiOcnQbf4vNUgXc9wgDy3JpeKUg,/classes?fbclid=IwAR1pbvm7uE7rFzUzWuhCWStsAEAWu8_UwiOcnQbf4vNUgXc9wgDy3JpeKUg,United States,Tucson,1,1,0,0,1,0,,below
