Customer_id,Age,Gender,Revenue_Total,N_Purchases,Purchase_DATE,Purchase_VALUE,Pay_Method,Time_Spent,Browser,Newsletter,Voucher
523999,39,0,5.8,2,12/04/21,3.364,2,524,0,0,0
524000,34,1,31.3,6,08/29/21,11.581,0,688,0,0,0
524001,52,1,46.7,7,03/25/21,42.964,1,361,0,0,0
524002,33,0,34.7,1,12/11/21,34.7,3,1049,0,0,0
524003,17,0,30.8,1,05/16/21,30.8,0,1074,0,0,0
524004,39,1,9.9,1,11/05/21,9.9,0,323,0,0,0
524005,40,0,12.1,1,09/15/21,12.1,1,357,0,0,0
524006,16,1,38.7,3,07/06/21,26.316,1,771,3,0,0
524007,30,0,5.1,4,05/31/21,2.856,0,549,0,0,0
524008,35,0,18.8,7,12/16/21,7.708,1,669,0,0,0
524009,17,1,5.8,7,12/01/21,1.218,2,205,1,0,0
524010,22,1,3.8,1,09/23/21,3.8,1,359,0,0,0
524011,28,0,28.8,4,12/01/21,24.768,3,562,1,1,0
524012,44,1,34.3,6,01/13/21,33.614,2,475,0,1,0
524013,51,1,13.3,5,01/25/21,5.586,0,325,1,1,0
524014,20,1,29.9,5,07/09/21,12.259,0,172,3,0,0
524015,17,1,35.7,1,12/04/21,35.7,1,1043,3,0,0
524016,43,1,27.9,2,09/02/21,20.088,2,950,0,0,0
524017,37,1,58.7,4,05/29/21,28.176,1,1025,0,1,0
524018,50,1,29.6,3,10/21/21,22.792,0,338,0,0,1
524019,55,0,38.7,4,04/25/21,23.994,0,470,0,0,1
524020,47,1,37.7,5,11/24/21,12.441,0,419,0,0,0
524021,56,0,34.1,1,12/10/21,34.1,3,603,1,1,1
524022,58,1,11.4,7,08/22/21,3.876,0,413,0,0,1
524023,62,1,37.9,6,11/26/21,14.023,3,1057,0,0,0
524024,46,1,33.5,7,11/26/21,25.125,2,342,0,0,0
524025,54,1,32.4,7,05/10/21,15.228,0,570,1,0,0
524026,43,1,22.6,7,10/01/21,21.47,1,566,0,0,0
524027,29,0,18.4,4,10/18/21,16.744,1,1038,1,0,0
524028,60,1,45.3,5,12/20/21,33.069,2,593,1,1,1
524029,54,1,59.3,7,12/02/21,37.359,1,238,0,0,1
524030,31,0,48.5,6,03/17/21,0.97,2,755,0,0,1
524031,44,1,28,1,02/17/21,28,0,454,0,1,1
524032,49,1,39.4,4,12/28/21,39.4,0,337,3,0,1
524033,39,0,28.5,3,12/20/21,20.805,0,265,0,0,0
524034,28,0,18.9,4,01/19/21,4.725,3,1013,1,0,0
524035,60,1,36.3,5,12/01/21,12.705,1,188,0,0,1
524036,46,1,10.2,6,10/05/21,6.12,0,673,1,1,0
524037,25,1,5.3,2,01/16/21,0.53,3,1066,0,0,0
524038,41,0,22.5,5,03/24/21,20.925,0,397,0,0,0
524039,34,0,8.1,6,12/04/21,2.673,1,556,3,0,1
524040,37,1,26.3,7,01/17/21,2.63,3,183,0,1,0
524041,49,1,5.4,6,08/03/21,3.348,1,443,0,0,0
524042,16,0,13.5,1,07/27/21,13.5,2,586,0,0,0
524043,29,1,10.5,2,10/22/21,3.675,1,637,2,0,0
524044,59,0,2.5,5,06/29/21,1.525,2,883,0,0,0
524045,43,1,45.3,5,02/20/21,37.599,0,512,1,0,0
524046,52,0,6.3,1,06/20/21,6.3,1,425,0,0,0
524047,23,1,16,2,03/22/21,2.72,3,900,0,0,0
524048,59,1,2.1,2,12/01/21,0.525,0,379,0,0,0
524049,60,1,59.7,7,07/31/21,27.462,3,419,0,0,1
524050,49,0,31.4,7,04/12/21,12.874,3,809,0,0,0
524051,47,0,20.8,6,12/28/21,14.976,1,390,0,0,0
524052,17,1,32.5,6,10/17/21,3.575,2,444,0,0,0
524053,63,1,7.9,7,01/26/21,3.002,1,587,1,0,0
524054,49,0,18.5,5,07/30/21,9.805,0,636,0,0,1
524055,28,1,10.6,6,08/31/21,4.134,3,581,1,0,0
524056,37,1,35.8,4,07/03/21,8.95,0,555,3,0,0
524057,39,0,48.5,1,06/30/21,48.5,1,761,0,0,0
524058,29,1,12.6,7,01/12/21,8.442,3,328,0,0,0
524059,41,0,59.1,6,07/10/21,55.554,3,582,0,0,1
524060,41,0,25,5,09/02/21,7.5,1,525,1,0,0
524061,18,1,37.1,1,08/24/21,37.1,2,1014,0,0,1
524062,38,0,46.5,5,10/27/21,42.315,1,581,0,0,1
524063,30,0,38.5,2,05/24/21,30.8,0,788,0,0,1
524064,42,1,37.6,7,03/15/21,8.648,1,873,3,0,0
524065,54,1,36.7,3,05/26/21,25.69,0,370,0,0,1
524066,42,0,39.7,2,04/08/21,34.539,2,970,0,0,0
524067,16,1,39,5,02/05/21,13.26,2,269,3,0,0
524068,59,1,31.7,2,05/12/21,31.066,0,565,0,0,0
524069,48,1,6.3,1,07/01/21,6.3,1,831,0,1,1
524070,31,1,25.9,6,05/27/21,10.619,1,379,2,0,0
524071,52,1,27.2,5,01/09/21,8.16,1,765,1,0,0
524072,33,1,24.8,6,05/31/21,15.128,1,304,0,1,0
524073,59,0,55.3,5,10/27/21,21.567,2,432,1,0,0
524074,17,1,18.2,7,12/13/21,0.182,2,352,0,1,0
524075,59,1,37.7,1,02/21/21,37.7,2,734,1,0,0
524076,52,1,58.5,2,04/19/21,54.405,2,342,0,0,0
524077,20,1,58.5,1,06/19/21,58.5,1,532,0,1,0
524078,58,0,2.2,3,03/10/21,0.814,3,856,3,0,0
524079,52,1,4.8,5,06/04/21,4.512,1,658,0,0,0
524080,19,1,6.5,2,10/11/21,6.37,0,1024,0,1,0
524081,31,1,26,4,10/08/21,2.34,3,231,0,1,0
524082,33,1,34.6,1,02/24/21,34.6,2,802,1,0,0
524083,22,1,37.7,2,05/30/21,35.061,0,676,1,0,0
524084,20,1,57.1,1,02/05/21,57.1,1,826,3,0,0
524085,24,1,25.3,1,10/27/21,25.3,0,719,0,1,0
524086,61,1,9.7,4,11/15/21,4.268,1,838,0,1,0
524087,35,1,4.7,6,05/31/21,0.47,0,123,0,0,1
524088,28,1,6.2,3,09/10/21,3.658,1,440,0,0,0
524089,28,1,3.7,2,07/23/21,0.222,3,151,0,0,0
524090,19,1,24.4,2,09/25/21,10.736,0,290,0,0,0
524091,36,0,43.7,5,05/06/21,35.834,2,1048,0,0,1
524092,42,1,24.6,1,10/03/21,24.6,0,644,0,0,0
524093,33,1,10,7,08/26/21,4.6,3,606,0,1,0
524094,37,1,10,4,02/28/21,7.3,1,194,0,0,1
524095,18,1,37.3,4,07/20/21,14.92,2,463,2,0,1
524096,42,1,43.1,4,03/07/21,24.567,1,604,0,0,0
524097,29,1,19.4,3,11/12/21,4.074,0,497,3,0,0
524098,29,0,9.1,1,04/26/21,9.1,1,680,1,0,0
524099,34,0,43.9,7,05/30/21,4.39,0,1041,0,0,0
524100,59,0,25.6,3,09/06/21,20.224,1,544,1,0,1
524101,52,1,35.4,2,08/16/21,1.062,2,614,2,0,0
524102,46,1,37.4,4,06/01/21,20.196,0,158,0,0,0
524103,59,1,37.5,2,01/07/21,28.5,1,516,2,0,0
524104,28,0,2.7,6,09/29/21,1.377,0,511,0,0,0
524105,18,0,6.9,3,03/20/21,1.656,1,678,0,0,0
524106,17,1,31.6,5,10/09/21,17.064,2,645,0,0,0
524107,60,1,50.1,4,10/04/21,29.559,3,621,0,0,0
524108,22,1,33.9,7,11/26/21,21.696,0,1025,0,1,0
524109,27,1,34.9,5,01/13/21,31.759,1,486,0,0,0
524110,29,1,8.7,5,08/24/21,1.74,1,797,0,0,1
524111,51,1,10.7,4,12/10/21,1.391,1,355,3,0,0
524112,48,0,19.5,3,03/14/21,12.285,1,485,2,0,0
524113,43,1,37.1,7,10/06/21,1.855,0,247,0,0,0
524114,33,1,51.9,4,11/13/21,49.824,0,442,0,0,0
524115,33,0,4.6,6,09/17/21,3.404,1,373,0,0,0
524116,52,1,39.1,4,12/25/21,1.564,0,852,0,0,0
524117,23,1,18.8,5,12/07/21,10.34,2,324,0,1,0
524118,30,1,38.8,3,05/25/21,21.728,0,933,0,0,0
524119,52,1,6.8,2,02/13/21,4.556,1,135,0,0,0
524120,61,0,35.6,2,10/10/21,12.104,2,877,0,0,0
524121,28,0,58.5,1,09/15/21,58.5,3,151,0,0,1
524122,52,1,54.9,1,01/01/22,54.9,0,152,1,0,0
524123,57,1,44.7,6,09/16/21,12.516,3,440,0,1,0
524124,35,1,34.2,3,10/26/21,10.944,2,378,0,1,0
524125,54,1,27.7,7,11/07/21,13.019,1,1070,0,1,0
524126,54,1,30.2,7,09/16/21,27.784,0,1072,0,0,0
524127,59,1,23.9,6,05/02/21,5.975,0,570,0,0,0
524128,35,1,2.7,6,10/21/21,0.945,1,210,0,0,1
524129,55,0,10.9,2,08/10/21,10.573,2,379,0,1,1
524130,60,1,1,2,11/08/21,0.15,3,436,0,1,0
524131,49,1,18.7,2,04/17/21,0.748,1,624,1,0,1
524132,18,1,1.3,3,01/11/21,0.247,3,905,3,0,0
524133,23,1,19.8,1,10/18/21,19.8,0,332,0,0,1
524134,19,0,53.1,4,05/21/21,44.604,0,337,0,0,1
524135,45,1,49.7,3,03/20/21,20.874,1,790,0,1,1
524136,44,0,3.3,4,11/29/21,2.178,1,615,0,0,1
524137,21,0,59.9,4,01/05/21,58.103,0,461,0,0,1
524138,22,1,54.5,3,01/27/21,44.69,1,414,0,0,0
524139,34,0,11.6,7,02/01/21,4.408,0,791,0,0,1
524140,60,0,33.7,3,05/04/21,30.33,2,874,1,0,0
524141,21,1,34.8,4,12/19/21,13.224,3,689,0,0,0
524142,51,0,32.8,4,07/15/21,14.76,1,1035,0,0,0
524143,48,1,35.3,5,04/05/21,22.239,3,300,0,0,0
524144,36,1,20,4,02/04/21,6.8,2,169,0,0,0
524145,54,0,23.1,1,02/01/21,23.1,2,1041,0,1,1
524146,58,0,39.1,4,08/07/21,28.934,2,217,0,0,0
524147,34,1,14.2,1,12/24/21,14.2,2,945,0,0,0
524148,29,1,35.9,5,03/02/21,28.361,2,158,0,0,0
524149,61,1,12.3,7,05/31/21,5.166,0,1075,0,0,0
524150,16,1,16.3,7,10/10/21,12.388,3,699,0,0,0
524151,38,0,39.6,5,02/26/21,10.692,0,865,0,0,0
524152,38,1,54.9,6,06/07/21,20.313,3,440,1,0,0
524153,55,1,12.4,3,09/14/21,5.456,3,756,0,0,0
524154,49,1,11.7,1,04/08/21,11.7,3,348,0,0,0
524155,26,0,20.7,6,12/12/21,2.07,1,269,0,1,1
524156,38,1,21.4,3,09/01/21,11.556,3,892,0,0,0
524157,20,1,14.3,5,04/06/21,13.013,0,711,0,1,1
524158,50,0,13,4,04/15/21,9.36,0,851,1,0,0
524159,50,1,13.2,6,03/05/21,1.716,1,538,1,1,0
524160,35,1,21.7,7,12/19/21,7.378,0,355,0,0,0
524161,29,1,3.5,4,10/01/21,0.7,0,1004,1,0,1
524162,23,0,48.5,3,10/06/21,18.915,3,271,1,1,0
524163,18,0,7,1,02/18/21,7,2,716,0,0,0
524164,18,1,30.1,2,01/14/21,14.147,1,1059,1,0,0
524165,27,1,30.6,7,03/05/21,14.382,3,508,0,1,0
524166,22,0,37.6,5,03/25/21,5.264,0,563,3,0,0
524167,59,1,38.3,5,06/30/21,22.98,1,644,0,0,0
524168,32,1,30.9,4,04/28/21,29.355,1,441,2,0,1
524169,30,1,22.6,1,08/20/21,22.6,0,853,0,0,1
524170,43,1,25,3,08/26/21,6.75,0,775,1,0,0
524171,56,1,37.3,6,11/28/21,4.103,3,732,1,0,0
524172,37,0,12.6,2,10/31/21,11.97,2,305,0,0,0
524173,41,1,49.1,7,07/05/21,1.473,1,656,0,0,0
524174,62,1,38,7,10/15/21,33.82,2,313,0,0,0
524175,19,1,33.1,4,12/23/21,15.226,0,801,0,0,0
524176,47,0,59.3,7,09/30/21,32.022,2,775,0,0,0
524177,54,1,26.3,1,03/31/21,26.3,2,478,0,0,0
524178,24,1,32.1,2,11/04/21,10.272,2,283,0,1,1
524179,29,1,51.7,5,03/29/21,19.129,1,478,0,0,1
524180,38,0,44.3,5,09/27/21,44.3,2,462,0,0,0
524181,59,0,7.6,1,06/22/21,7.6,0,216,0,1,0
524182,18,1,43.3,7,05/18/21,37.671,0,451,1,0,0
524183,61,1,17.1,3,08/20/21,17.1,2,859,3,0,0
524184,28,0,21.4,6,07/13/21,2.354,3,342,0,0,1
524185,43,1,42.5,1,08/21/21,42.5,2,957,0,1,0
524186,37,1,31.3,7,10/30/21,28.796,1,841,0,0,0
524187,23,1,26.4,1,11/23/21,26.4,1,577,1,0,0
524188,58,0,1.4,3,03/19/21,0.966,2,378,1,0,0
524189,16,1,10.4,3,11/14/21,0.104,3,494,1,0,1
524190,26,1,30.9,1,08/15/21,30.9,1,1036,1,0,0
524191,33,1,34.5,7,08/21/21,4.14,0,847,3,0,0
524192,23,1,19.2,2,01/21/21,2.88,2,288,0,1,0
524193,41,1,52.1,6,11/11/21,44.285,1,584,0,0,0
524194,44,0,25.2,4,08/10/21,22.428,3,443,1,1,0
524195,36,0,32.7,1,12/28/21,32.7,1,799,0,0,0
524196,30,1,32.8,7,12/25/21,12.792,2,999,0,0,0
524197,25,1,37.8,1,05/09/21,37.8,3,734,3,0,0
524198,23,1,46.3,5,06/15/21,16.205,1,363,0,0,0
524199,56,0,15.9,3,02/28/21,3.021,1,198,0,0,0
524200,31,1,1.7,6,11/20/21,1.377,2,560,0,0,1
524201,16,0,4.6,4,05/06/21,0.322,0,201,0,0,0
524202,31,1,32.3,7,07/03/21,15.181,0,468,0,0,0
524203,57,1,15.9,1,12/27/21,15.9,1,792,3,0,0
524204,41,1,32.5,5,02/18/21,5.525,2,476,0,0,0
524205,25,1,40.7,7,08/02/21,39.072,1,940,1,0,0
524206,26,1,11.7,4,02/19/21,4.329,3,607,0,0,0
524207,26,0,2.5,5,07/16/21,0.475,0,917,2,0,0
524208,39,0,48.7,1,11/24/21,48.7,1,1018,0,0,0
524209,49,1,30.8,1,09/28/21,30.8,0,667,0,0,0
524210,34,1,38.9,3,10/14/21,1.167,1,457,0,0,0
524211,56,1,34.5,5,06/15/21,2.415,2,437,0,1,0
524212,31,0,23.5,7,12/03/21,12.22,1,985,1,0,0
524213,47,1,8,1,03/14/21,8,3,816,0,0,0
524214,19,1,30.9,1,06/04/21,30.9,3,408,0,0,0
524215,21,1,11.4,2,03/22/21,7.41,1,1079,0,0,0
524216,47,1,26.5,6,05/12/21,10.6,0,622,1,0,0
524217,39,1,38.5,4,08/10/21,10.395,1,711,0,0,0
524218,24,1,9.7,4,06/14/21,8.148,2,726,0,0,0
524219,59,0,9.6,6,02/18/21,0.768,2,891,0,1,1
524220,54,1,25.7,2,10/21/21,7.453,0,602,0,0,0
524221,45,0,33.5,5,04/24/21,15.075,1,139,1,0,0
524222,52,1,5.1,2,06/09/21,0.306,1,304,0,0,0
524223,58,0,4.8,5,01/27/21,3.216,0,141,0,0,0
524224,35,1,14.4,6,08/18/21,3.024,2,538,3,0,1
524225,33,0,21.4,2,11/10/21,2.782,0,468,0,0,0
524226,52,1,27,4,01/08/21,19.71,1,1073,0,0,1
524227,39,1,51.5,3,07/14/21,22.66,1,1036,1,0,0
524228,57,1,22.5,3,04/16/21,1.35,3,807,0,0,1
524229,50,0,44.7,3,08/23/21,6.705,3,778,0,0,1
524230,30,1,47.9,2,03/14/21,17.723,2,971,0,0,0
524231,34,0,30,6,08/20/21,9.3,1,179,0,0,0
524232,60,1,1.1,1,05/29/21,1.1,1,694,1,0,0
524233,25,1,56.9,4,09/24/21,46.658,1,675,1,0,0
524234,49,1,34.8,5,08/27/21,11.484,0,1063,3,0,0
524235,57,1,58.3,2,01/30/21,37.312,2,930,0,0,0
524236,53,0,11.4,6,12/11/21,10.488,0,932,0,0,1
524237,24,0,32.7,6,04/04/21,26.487,0,759,0,0,0
524238,53,0,59.5,5,02/10/21,19.635,0,1074,2,0,1
524239,39,1,52.7,1,10/17/21,52.7,0,1073,1,0,0
524240,45,0,33.5,3,12/10/21,33.5,2,1070,3,0,0
524241,34,0,56.1,5,05/11/21,7.293,2,441,1,0,0
524242,61,1,52.9,7,05/25/21,16.399,2,403,0,0,0
524243,21,1,29.5,4,07/22/21,1.18,0,535,3,0,0
524244,22,1,23.3,7,07/11/21,18.64,3,852,0,0,0
524245,55,0,18.6,3,05/12/21,11.718,1,748,0,0,0
524246,38,0,34.3,1,11/03/21,34.3,3,421,1,0,1
524247,18,0,30.7,2,04/29/21,24.253,3,910,0,0,0
524248,42,1,35.2,3,05/24/21,5.984,2,166,3,0,0
524249,32,1,49.3,7,11/25/21,27.608,2,419,1,0,0
524250,47,1,24.3,5,04/23/21,1.944,0,145,0,0,0
524251,19,1,47.9,4,06/19/21,37.841,0,342,0,0,0
524252,16,1,16.5,1,01/13/21,16.5,3,1028,0,0,0
524253,60,1,1,2,06/12/21,0.82,0,648,0,0,1
524254,45,1,50.7,3,03/19/21,19.773,1,147,3,0,0
524255,57,1,38.9,7,06/08/21,28.786,2,444,0,0,1
524256,48,1,7,3,07/24/21,1.89,2,717,2,0,0
524257,59,0,3,1,04/22/21,3,3,513,0,1,0
524258,35,1,19.4,6,08/27/21,15.326,3,953,3,0,0
524259,22,1,33.5,5,09/30/21,29.48,1,760,2,1,0
524260,56,1,35.9,5,01/08/21,9.334,3,1035,0,0,0
524261,30,1,39.6,7,04/26/21,27.324,0,451,0,0,0
524262,23,1,5.5,1,08/14/21,5.5,2,365,3,0,0
524263,47,0,14.6,1,05/26/21,14.6,1,736,0,0,1
524264,52,1,9.4,4,05/14/21,0.376,1,443,0,0,1
524265,16,1,2.4,2,05/15/21,2.04,2,536,0,0,0
524266,21,1,46.7,4,11/20/21,14.01,0,720,1,1,0
524267,25,0,24.6,2,11/18/21,14.268,2,1004,0,0,0
524268,28,1,56.5,3,03/26/21,43.505,3,814,1,0,0
524269,48,0,31.6,2,04/24/21,29.704,3,945,0,0,0
524270,34,1,15.3,6,09/13/21,12.087,2,810,2,0,0
524271,36,0,34.9,1,11/15/21,34.9,3,914,0,0,0
524272,27,1,7.9,5,05/28/21,5.293,3,517,0,0,0
524273,58,1,47.3,1,05/17/21,47.3,1,785,3,0,0
524274,48,1,6.2,7,02/19/21,1.054,0,356,0,0,1
524275,54,1,30.8,1,11/26/21,30.8,0,645,0,0,1
524276,37,1,15.6,6,02/05/21,12.48,2,904,1,0,0
524277,48,1,3.3,1,09/03/21,3.3,0,738,0,0,1
524278,35,1,34.8,4,06/04/21,28.536,3,468,0,0,1
524279,35,0,7.6,6,11/20/21,1.52,0,156,0,1,0
524280,35,0,31.8,4,12/24/21,14.31,1,737,0,0,0
524281,36,0,23.1,2,11/24/21,16.632,0,1071,1,0,1
524282,53,1,42.3,4,03/17/21,35.109,2,316,0,0,0
524283,45,1,37.5,2,09/03/21,5.625,3,796,3,0,0
524284,61,1,2.4,7,10/27/21,2.232,0,330,0,0,0
524285,39,1,42.9,5,12/09/21,41.184,1,439,0,0,0
524286,19,0,27.6,7,04/04/21,24.288,1,333,2,0,0
524287,43,1,21.4,3,11/25/21,13.482,0,274,0,0,0
524288,52,1,34.6,6,08/16/21,32.178,3,932,0,1,0
524289,41,1,15.5,5,11/09/21,3.1,0,206,0,0,1
524290,45,1,59.1,2,06/25/21,23.64,3,517,0,0,0
524291,51,1,27.9,2,10/23/21,14.787,2,729,0,0,1
524292,28,1,21.6,7,12/05/21,18.144,1,151,1,0,1
524293,32,1,13.9,1,03/26/21,13.9,0,582,2,0,0
524294,47,0,26.1,3,01/06/21,12.267,1,1050,0,0,0
524295,44,1,27.2,7,08/30/21,4.896,1,386,0,0,1
524296,59,0,9.4,1,01/29/21,9.4,3,688,0,0,0
524297,50,1,40.5,5,07/29/21,6.075,3,232,0,0,0
524298,62,1,33.5,2,08/23/21,25.795,3,337,0,0,0
524299,41,1,15.9,7,09/11/21,10.971,1,484,0,0,0
524300,20,0,13.7,4,10/08/21,12.878,3,726,0,0,0
524301,36,1,25.4,1,02/18/21,25.4,1,796,0,0,0
524302,32,1,33.6,2,01/08/21,27.552,1,739,0,0,0
524303,62,1,12.2,6,05/08/21,1.708,0,251,1,0,0
524304,27,1,30.9,5,06/07/21,8.343,0,355,2,0,1
524305,58,1,32.5,6,04/18/21,28.6,1,215,0,0,1
524306,17,1,13.6,4,10/01/21,6.664,0,595,0,0,0
524307,40,0,26.3,3,09/07/21,20.777,3,656,0,0,0
524308,25,1,33.9,7,12/08/21,23.052,3,221,0,0,0
524309,24,0,28.9,4,01/01/22,21.097,0,574,0,0,0
524310,54,1,2.9,5,09/17/21,1.276,0,467,1,0,0
524311,60,0,22.6,6,10/01/21,20.34,3,383,0,0,1
524312,31,1,16.5,6,10/19/21,2.97,1,1004,0,0,0
524313,21,0,35.2,7,05/07/21,33.088,2,170,2,0,1
524314,24,1,26.6,6,10/28/21,15.96,0,469,0,1,0
524315,31,1,17.4,4,01/02/21,13.746,1,136,0,1,1
524316,27,1,50.7,2,01/07/21,19.773,3,1062,0,0,0
524317,28,1,32.9,3,10/03/21,26.978,2,609,0,0,0
524318,40,0,27.7,6,06/05/21,21.606,2,519,0,0,0
524319,39,1,32.8,3,06/05/21,19.68,1,841,2,0,0
524320,29,1,24.8,3,01/31/21,2.48,0,526,0,1,0
524321,50,0,32,4,05/20/21,15.36,1,735,1,0,0
524322,56,1,34.2,2,10/16/21,9.576,2,984,3,0,0
524323,29,1,9.6,1,06/02/21,9.6,0,229,1,0,0
524324,42,1,32.6,3,10/03/21,12.388,2,705,3,0,0
524325,57,0,15.2,4,02/27/21,11.552,1,809,0,0,0
524326,26,0,1.9,1,10/13/21,1.9,0,246,3,1,0
524327,54,1,35.9,3,11/01/21,34.105,1,472,0,0,1
524328,31,0,33.6,4,07/21/21,12.096,1,791,0,0,0
524329,62,1,20,5,05/20/21,3,2,476,0,0,0
524330,17,1,3.3,7,10/25/21,1.881,3,435,0,0,0
524331,58,0,33.5,4,04/15/21,23.785,3,506,0,1,0
524332,32,1,19.6,3,09/17/21,3.92,0,143,1,0,0
524333,35,1,50.5,5,11/07/21,49.49,0,814,3,0,0
524334,18,1,5.7,1,05/18/21,5.7,2,554,1,1,0
524335,41,1,40.3,4,01/20/21,39.494,1,622,3,0,0
524336,30,0,56.5,3,04/28/21,35.595,2,597,0,0,0
524337,19,0,2.5,2,02/17/21,1.25,1,856,0,0,0
524338,16,1,47.1,1,05/26/21,47.1,1,747,0,0,0
524339,63,1,21.7,4,10/17/21,13.02,2,513,0,0,1
524340,25,1,34.9,7,10/11/21,9.074,1,162,0,0,0
524341,30,1,17.2,6,08/12/21,1.548,2,1050,1,0,0
524342,49,1,3.2,6,10/31/21,1.76,1,376,2,0,0
524343,57,1,33.3,6,09/30/21,6.993,3,489,0,0,1
524344,38,1,8.9,6,08/28/21,7.832,0,251,0,0,1
524345,61,1,32.7,6,07/10/21,3.597,1,313,1,0,1
524346,31,1,33.9,7,07/08/21,11.865,2,1079,0,0,0
524347,49,1,52.5,6,03/01/21,1.05,1,406,0,1,1
524348,56,0,38.8,4,08/12/21,24.444,1,838,0,1,1
524349,36,0,53.7,7,12/29/21,34.905,2,315,2,0,0
524350,22,1,25.9,7,06/27/21,20.202,2,221,0,0,0
524351,50,1,18.7,5,06/14/21,7.106,0,956,1,0,1
524352,44,0,30,3,03/16/21,3,2,572,1,0,0
524353,48,1,38.1,4,07/03/21,7.62,2,1075,3,0,0
524354,20,1,32.1,7,11/18/21,24.075,2,442,3,0,0
524355,41,1,33.4,2,07/14/21,1.002,1,153,0,0,1
524356,25,1,34,2,12/04/21,12.58,1,251,0,0,0
524357,55,1,1.3,6,05/22/21,1.027,3,420,1,0,1
524358,63,1,21.8,6,03/27/21,3.488,1,276,0,0,1
524359,38,1,22.7,2,02/19/21,4.313,1,844,0,0,0
524360,34,1,33.8,1,04/26/21,33.8,1,155,0,0,0
524361,23,1,45.7,3,06/19/21,25.592,0,220,3,0,0
524362,26,1,10,1,01/18/21,10,0,998,0,1,0
524363,40,1,46.5,4,05/18/21,43.71,0,367,1,0,0
524364,61,1,35.7,7,04/15/21,29.988,2,1050,0,1,0
524365,61,0,37.5,1,07/08/21,37.5,0,1059,0,0,0
524366,33,0,17.3,2,01/01/21,8.996,2,144,1,0,0
524367,21,0,18.9,2,06/22/21,12.663,2,125,0,0,0
524368,31,0,56.9,3,08/21/21,54.624,0,512,0,0,0
524369,22,0,31.9,6,01/02/21,25.52,0,299,0,0,0
524370,37,0,22.4,1,07/19/21,22.4,0,405,0,0,0
524371,51,1,13.8,6,06/13/21,2.898,2,876,1,1,1
524372,33,1,32.9,2,05/26/21,13.489,3,650,0,0,0
524373,41,0,33.7,5,07/02/21,11.458,0,368,3,0,0
524374,19,0,25.6,6,09/16/21,18.944,1,408,0,0,0
524375,17,1,24.8,3,01/21/21,7.44,0,198,0,0,0
524376,26,0,43.9,5,01/15/21,19.316,2,416,0,0,0
524377,59,0,34.9,3,05/28/21,18.497,0,377,1,0,0
524378,26,1,42.9,4,01/16/21,34.749,1,617,0,1,0
524379,33,1,4.4,7,09/30/21,0.836,3,464,0,0,0
524380,41,1,34.2,6,01/12/21,25.65,3,560,1,1,0
524381,46,1,1.4,1,03/25/21,1.4,0,755,0,0,0
524382,50,1,18.9,5,06/10/21,6.804,0,446,0,0,0
524383,50,1,34.5,5,07/09/21,23.805,0,259,1,0,0
524384,24,0,57.1,7,10/11/21,2.855,3,942,0,0,0
524385,56,0,7.4,2,11/25/21,7.4,0,1075,0,0,0
524386,50,1,37.3,1,06/15/21,37.3,0,707,0,1,0
524387,63,0,23.8,3,05/05/21,6.902,3,742,0,0,0
524388,48,1,24,3,06/30/21,0.72,2,631,0,0,0
524389,59,1,44.1,5,06/14/21,17.199,3,550,0,1,0
524390,21,1,6.5,1,03/11/21,6.5,3,576,2,0,0
524391,49,1,3.8,7,11/12/21,3.762,2,882,1,0,1
524392,47,1,5.7,2,04/06/21,5.187,0,681,0,0,0
524393,63,1,17.5,2,12/31/21,12.6,1,616,0,0,0
524394,63,0,26.5,2,03/09/21,22.26,2,139,0,0,0
524395,34,1,27.4,6,06/03/21,27.4,0,884,0,0,0
524396,25,0,9.3,1,06/11/21,9.3,2,656,0,0,1
524397,46,1,13.5,2,07/14/21,4.995,1,668,2,0,0
524398,16,0,58.7,4,08/25/21,27.589,1,943,0,0,1
524399,18,1,31.7,6,06/21/21,16.484,0,589,0,0,0
524400,44,1,17.4,1,11/26/21,17.4,3,679,0,1,0
524401,25,1,39.3,1,09/03/21,39.3,0,620,0,0,0
524402,52,1,26.7,1,05/21/21,26.7,0,988,0,0,1
524403,48,0,18.3,6,10/02/21,4.209,1,513,0,0,1
524404,50,1,36.5,3,08/30/21,11.315,2,759,0,0,0
524405,40,1,39.5,5,10/22/21,36.735,1,769,3,0,0
524406,52,1,31.1,3,02/05/21,23.636,1,929,1,0,0
524407,44,1,34,6,11/06/21,25.84,0,277,0,0,1
524408,40,1,32.6,2,09/20/21,26.406,3,204,0,1,0
524409,55,0,12,1,09/04/21,12,2,148,1,1,0
524410,38,1,14.9,5,04/29/21,0.894,0,414,1,0,1
524411,29,1,32.3,4,05/05/21,27.778,1,159,0,0,0
524412,29,1,44.7,5,03/23/21,4.023,0,182,0,0,0
524413,45,1,37.5,7,10/21/21,36.375,2,331,0,0,0
524414,25,0,24.6,6,02/18/21,3.936,0,417,1,0,1
524415,26,0,11.2,5,04/15/21,4.256,0,233,0,0,1
524416,20,1,33.1,3,07/06/21,18.536,0,211,0,0,0
524417,21,1,38.9,4,02/05/21,19.061,0,499,3,1,0
524418,37,1,31.9,1,09/11/21,31.9,2,1028,0,0,0
524419,47,0,35.9,6,12/08/21,24.053,0,271,0,0,0
524420,58,1,21.6,6,11/24/21,0.864,1,1004,0,0,0
